"Description","Quantity","InvoiceTime","CustomerID","VIEW"
"OTHER_ITEMS",24,12,16042,1
"OTHER_ITEMS",25,15,14895,1
"OTHER_ITEMS",24,13,15078,1
"OTHER_ITEMS",1,13,16678,1
"OTHER_ITEMS",20,13,14704,1
"OTHER_ITEMS",25,9,15358,1
"OTHER_ITEMS",75,9,15057,1
"OTHER_ITEMS",3,12,14178,1
"BAG",10,13,18122,1
"OTHER_ITEMS",5,16,11111,1
"OTHER_ITEMS",24,13,12540,1
"OTHER_ITEMS",48,15,13167,1
"DECORATION",48,13,17086,1
"OTHER_ITEMS",1,14,12970,1
"CAKE CASE",120,14,14156,1
"OTHER_ITEMS",12,10,13117,1
"CANDLES",32,13,13268,1
"OTHER_ITEMS",48,14,16841,1
"OTHER_ITEMS",4,14,15984,1
"OTHER_ITEMS",4,13,17288,1
"OTHER_ITEMS",48,9,17416,1
"OTHER_ITEMS",48,9,16109,1
"BAG",3,14,11111,1
"OTHER_ITEMS",12,13,16678,1
"OTHER_ITEMS",24,14,18123,1
"OTHER_ITEMS",12,11,15544,1
"OTHER_ITEMS",25,10,17428,1
"OTHER_ITEMS",8,12,17920,1
"CANDLES",108,15,12748,1
"OTHER_ITEMS",1,10,13291,1
"GAMES",2,12,16241,1
"OTHER_ITEMS",25,11,17190,1
"GAMES",8,12,11111,1
"OTHER_ITEMS",24,11,15632,1
"OTHER_ITEMS",48,13,14911,1
"OTHER_ITEMS",25,13,14338,1
"OTHER_ITEMS",36,9,14911,1
"OTHER_ITEMS",2,9,11111,1
"OTHER_ITEMS",25,16,15750,1
"OTHER_ITEMS",2,13,15311,1
"OTHER_ITEMS",12,12,12423,1
"OTHER_ITEMS",2,17,16764,1
"OTHER_ITEMS",12,13,15858,1
"OTHER_ITEMS",36,13,12716,1
"OTHER_ITEMS",24,12,14005,1
"OTHER_ITEMS",36,11,14159,1
"OTHER_ITEMS",24,14,13389,1
"CAKE CASE",120,12,12643,1
"OTHER_ITEMS",72,15,12906,1
"OTHER_ITEMS",25,13,14646,1
"OTHER_ITEMS",25,13,17672,1
"OTHER_ITEMS",312,14,15939,1
"OTHER_ITEMS",6,12,16713,1
"OTHER_ITEMS",10,15,11111,1
"GAMES",7,15,14096,1
"DECORATION",24,10,14314,1
"OTHER_ITEMS",12,12,14732,1
"BAG",12,13,16043,1
"DECORATION",48,16,16409,1
"OTHER_ITEMS",6,14,14547,1
"OTHER_ITEMS",6,15,14505,1
"METAL SIGNS",20,11,15039,1
"BAG",24,15,16416,1
"OTHER_ITEMS",24,11,15358,1
"OTHER_ITEMS",2,12,15483,1
"OTHER_ITEMS",10,11,14800,1
"OTHER_ITEMS",12,13,13842,1
"OTHER_ITEMS",12,16,15555,1
"OTHER_ITEMS",1,12,15483,1
"OTHER_ITEMS",16,10,14911,1
"OTHER_ITEMS",12,9,12456,1
"OTHER_ITEMS",12,15,12836,1
"OTHER_ITEMS",24,8,15651,1
"OTHER_ITEMS",3,11,17841,1
"OTHER_ITEMS",12,13,14702,1
"OTHER_ITEMS",1,11,11111,1
"OTHER_ITEMS",24,11,17451,1
"OTHER_ITEMS",1,11,15919,1
"OTHER_ITEMS",10,15,11111,1
"OTHER_ITEMS",48,10,18097,1
"OTHER_ITEMS",24,10,14616,1
"OTHER_ITEMS",48,13,13266,1
"OTHER_ITEMS",48,11,14936,1
"OTHER_ITEMS",25,12,13089,1
"OTHER_ITEMS",48,11,13268,1
"OTHER_ITEMS",80,14,16224,1
"OTHER_ITEMS",24,9,17499,1
"CANDLES",12,12,17481,1
"OTHER_ITEMS",24,10,12406,1
"OTHER_ITEMS",24,18,16743,1
"OTHER_ITEMS",1,15,14529,1
"OTHER_ITEMS",12,13,13004,1
"OTHER_ITEMS",1,10,17348,1
"OTHER_ITEMS",120,10,13694,1
"OTHER_ITEMS",6,16,14093,1
"OTHER_ITEMS",10,16,16918,1
"OTHER_ITEMS",12,12,14534,1
"OTHER_ITEMS",36,15,17811,1
"OTHER_ITEMS",25,10,17695,1
"OTHER_ITEMS",2,12,17920,1
"OTHER_ITEMS",12,13,17602,1
"OTHER_ITEMS",24,12,17272,1
"OTHER_ITEMS",1,13,16549,1
"OTHER_ITEMS",48,12,13798,1
"OTHER_ITEMS",480,12,17381,1
"OTHER_ITEMS",25,9,12428,1
"CANDLES",16,11,13988,1
"OTHER_ITEMS",12,14,16726,1
"OTHER_ITEMS",9,13,14704,1
"OTHER_ITEMS",12,16,15674,1
"DECORATION",21,12,13527,1
"OTHER_ITEMS",5,17,11111,1
"OTHER_ITEMS",48,10,17629,1
"OTHER_ITEMS",36,13,14401,1
"OTHER_ITEMS",12,10,13314,1
"OTHER_ITEMS",12,11,13090,1
"OTHER_ITEMS",1,11,11111,1
"OTHER_ITEMS",2,16,11111,1
"OTHER_ITEMS",24,10,14291,1
"OTHER_ITEMS",10,12,14666,1
"OTHER_ITEMS",12,10,12558,1
"OTHER_ITEMS",48,11,13381,1
"DECORATION",2,14,13271,1
"OTHER_ITEMS",24,12,15673,1
"DECORATION",3,11,16923,1
"OTHER_ITEMS",144,16,16711,1
"DECORATION",24,9,17926,1
"OTHER_ITEMS",12,15,13230,1
"OTHER_ITEMS",1,11,15573,1
"OTHER_ITEMS",1,13,12748,1
"OTHER_ITEMS",25,15,16395,1
"OTHER_ITEMS",1,10,16241,1
"OTHER_ITEMS",3,16,11111,1
"OTHER_ITEMS",50,9,13107,1
"OTHER_ITEMS",144,13,17511,1
"OTHER_ITEMS",3,11,17835,1
"OTHER_ITEMS",25,12,17272,1
"OTHER_ITEMS",1,9,11111,1
"GAMES",3,16,11111,1
"OTHER_ITEMS",1,13,18088,1
"OTHER_ITEMS",25,15,12867,1
"OTHER_ITEMS",4,12,14606,1
"TEA SET",8,13,16728,1
"OTHER_ITEMS",24,14,17188,1
"OTHER_ITEMS",24,12,14606,1
"OTHER_ITEMS",50,13,14646,1
"OTHER_ITEMS",6,9,11111,1
"CAKE CASE",480,9,16684,1
"OTHER_ITEMS",24,11,13507,1
"OTHER_ITEMS",72,12,17744,1
"OTHER_ITEMS",1,16,15854,1
"TRINKET BOX",2,11,16936,1
"OTHER_ITEMS",2,15,11111,1
"OTHER_ITEMS",12,13,16513,1
"DECORATION",64,13,17429,1
"OTHER_ITEMS",25,13,17672,1
"OTHER_ITEMS",12,13,17422,1
"OTHER_ITEMS",13,10,16923,1
"OTHER_ITEMS",12,9,12625,1
"DECORATION",48,9,13141,1
"OTHER_ITEMS",24,16,17071,1
"OTHER_ITEMS",2,13,14587,1
"OTHER_ITEMS",48,15,17750,1
"OTHER_ITEMS",6,16,17614,1
"OTHER_ITEMS",12,12,16401,1
"OTHER_ITEMS",25,13,16607,1
"OTHER_ITEMS",25,10,13823,1
"OTHER_ITEMS",12,14,13546,1
"OTHER_ITEMS",24,9,13952,1
"OTHER_ITEMS",12,12,17160,1
"OTHER_ITEMS",24,13,17863,1
"DECORATION",24,13,17422,1
"OTHER_ITEMS",1,15,11111,1
"OTHER_ITEMS",25,12,15998,1
"OTHER_ITEMS",12,15,13588,1
"OTHER_ITEMS",25,15,12560,1
"OTHER_ITEMS",16,13,12433,1
"OTHER_ITEMS",24,12,15339,1
"OTHER_ITEMS",12,10,16015,1
"OTHER_ITEMS",3,16,17346,1
"OTHER_ITEMS",48,14,14298,1
"OTHER_ITEMS",24,14,15676,1
"GAMES",2,11,12748,1
"OTHER_ITEMS",24,14,16951,1
"OTHER_ITEMS",11,14,17954,1
"OTHER_ITEMS",12,9,14796,1
"OTHER_ITEMS",25,11,13722,1
"OTHER_ITEMS",4,11,17769,1
"OTHER_ITEMS",3,13,16813,1
"OTHER_ITEMS",24,11,13026,1
"OTHER_ITEMS",48,11,14004,1
"OTHER_ITEMS",25,9,16722,1
"OTHER_ITEMS",10,14,14800,1
"OTHER_ITEMS",36,11,15840,1
"BAG",12,12,15514,1
"GAMES",2,16,11111,1
"OTHER_ITEMS",6,8,12520,1
"DECORATION",24,19,13102,1
"OTHER_ITEMS",24,8,15699,1
"OTHER_ITEMS",33,16,11111,1
"OTHER_ITEMS",48,9,14911,1
"OTHER_ITEMS",24,15,17750,1
"OTHER_ITEMS",36,12,12748,1
"OTHER_ITEMS",24,15,12720,1
"OTHER_ITEMS",10,12,13668,1
"DECORATION",3,14,16426,1
"OTHER_ITEMS",36,12,15194,1
"OTHER_ITEMS",25,15,18079,1
"OTHER_ITEMS",25,10,13447,1
"OTHER_ITEMS",1,10,13685,1
"OTHER_ITEMS",48,13,17470,1
"DECORATION",48,17,14525,1
"OTHER_ITEMS",12,14,14447,1
"OTHER_ITEMS",8,16,11111,1
"OTHER_ITEMS",2,16,15679,1
"OTHER_ITEMS",10,16,11111,1
"OTHER_ITEMS",5,13,17585,1
"OTHER_ITEMS",1,13,14730,1
"OTHER_ITEMS",24,16,15750,1
"OTHER_ITEMS",12,15,12562,1
"GAMES",12,14,17405,1
"OTHER_ITEMS",3,15,11111,1
"OTHER_ITEMS",25,8,14741,1
"DECORATION",4,17,11111,1
"DECORATION",48,12,18034,1
"OTHER_ITEMS",1,13,14597,1
"OTHER_ITEMS",9,15,11111,1
"OTHER_ITEMS",10,13,12841,1
"DECORATION",48,14,14525,1
"OTHER_ITEMS",36,11,17884,1
"OTHER_ITEMS",10,12,15555,1
"OTHER_ITEMS",24,14,15786,1
"OTHER_ITEMS",25,11,13089,1
"OTHER_ITEMS",50,12,14079,1
"OTHER_ITEMS",16,8,16458,1
"OTHER_ITEMS",3,16,11111,1
"OTHER_ITEMS",1,16,11111,1
"OTHER_ITEMS",24,12,16131,1
"OTHER_ITEMS",25,8,13004,1
"OTHER_ITEMS",24,12,13365,1
"OTHER_ITEMS",25,10,17593,1
"OTHER_ITEMS",25,8,16003,1
"OTHER_ITEMS",25,14,13211,1
"OTHER_ITEMS",24,14,13767,1
"OTHER_ITEMS",72,14,13784,1
"OTHER_ITEMS",6,13,14456,1
"OTHER_ITEMS",1,13,17625,1
"DECORATION",6,14,13614,1
"OTHER_ITEMS",2,12,15483,1
"OTHER_ITEMS",1,16,11111,1
"OTHER_ITEMS",48,13,15228,1
"OTHER_ITEMS",12,12,17365,1
"OTHER_ITEMS",1,14,17841,1
"DECORATION",36,10,17730,1
"OTHER_ITEMS",48,11,14321,1
"OTHER_ITEMS",240,10,12901,1
"OTHER_ITEMS",4,12,15005,1
"OTHER_ITEMS",10,13,14594,1
"OTHER_ITEMS",1,10,17920,1
"OTHER_ITEMS",36,15,14697,1
"OTHER_ITEMS",12,14,17359,1
"OTHER_ITEMS",12,13,16940,1
"OTHER_ITEMS",2,15,17841,1
"OTHER_ITEMS",72,12,17511,1
"OTHER_ITEMS",24,14,14911,1
"OTHER_ITEMS",24,9,15942,1
"OTHER_ITEMS",14,16,11111,1
"OTHER_ITEMS",48,8,13536,1
"OTHER_ITEMS",24,13,15157,1
"OTHER_ITEMS",25,12,11111,1
"OTHER_ITEMS",2,13,13263,1
"OTHER_ITEMS",1,11,17841,1
"OTHER_ITEMS",48,10,14769,1
"OTHER_ITEMS",25,10,12758,1
"BAG",12,8,17489,1
"CANDLES",16,20,17602,1
"OTHER_ITEMS",24,11,17864,1
"OTHER_ITEMS",12,9,17744,1
"OTHER_ITEMS",12,10,13203,1
"OTHER_ITEMS",144,9,15382,1
"OTHER_ITEMS",24,13,16033,1
"OTHER_ITEMS",8,12,14159,1
"OTHER_ITEMS",48,13,12433,1
"OTHER_ITEMS",25,16,15867,1
"CANDLES",96,13,13149,1
"OTHER_ITEMS",12,15,17950,1
"OTHER_ITEMS",12,14,13266,1
"OTHER_ITEMS",48,12,12524,1
"OTHER_ITEMS",3,15,13451,1
"OTHER_ITEMS",1,12,17841,1
"DECORATION",5,15,15746,1
"DECORATION",2,14,17962,1
"OTHER_ITEMS",72,14,14505,1
"OTHER_ITEMS",24,15,12867,1
"OTHER_ITEMS",60,11,17368,1
"OTHER_ITEMS",1,15,11111,1
"OTHER_ITEMS",24,11,13517,1
"OTHER_ITEMS",50,13,16440,1
"OTHER_ITEMS",12,12,12841,1
"OTHER_ITEMS",25,10,12720,1
"OTHER_ITEMS",5,11,12748,1
"OTHER_ITEMS",1,11,14606,1
"OTHER_ITEMS",24,9,18263,1
"OTHER_ITEMS",4800,12,12901,1
"OTHER_ITEMS",2,11,15325,1
"OTHER_ITEMS",1,13,12847,1
"OTHER_ITEMS",1,15,14456,1
"CAKE CASE",120,16,12395,1
"GAMES",400,12,14646,1
"OTHER_ITEMS",12,13,16940,1
"OTHER_ITEMS",3,12,17625,1
"OTHER_ITEMS",24,12,16729,1
"OTHER_ITEMS",100,14,14298,1
"OTHER_ITEMS",24,8,16700,1
"OTHER_ITEMS",24,9,16650,1
"OTHER_ITEMS",36,12,17416,1
"OTHER_ITEMS",48,12,17520,1
"OTHER_ITEMS",72,11,14646,1
"OTHER_ITEMS",24,13,15146,1
"OTHER_ITEMS",36,10,17220,1
"OTHER_ITEMS",25,11,18145,1
"OTHER_ITEMS",25,12,15156,1
"OTHER_ITEMS",12,14,13488,1
"OTHER_ITEMS",1,19,17841,1
"OTHER_ITEMS",3,13,13521,1
"OTHER_ITEMS",100,13,15484,1
"OTHER_ITEMS",2,15,17375,1
"OTHER_ITEMS",36,11,13269,1
"OTHER_ITEMS",12,9,12621,1
"OTHER_ITEMS",5,16,15406,1
"DECORATION",6,10,11111,1
"OTHER_ITEMS",8,12,12748,1
"OTHER_ITEMS",25,12,13552,1
"OTHER_ITEMS",24,13,16096,1
"OTHER_ITEMS",72,14,16771,1
"OTHER_ITEMS",48,13,15157,1
"OTHER_ITEMS",24,13,14367,1
"OTHER_ITEMS",114,11,18116,1
"OTHER_ITEMS",48,10,16722,1
"OTHER_ITEMS",12,11,18041,1
"OTHER_ITEMS",25,11,12561,1
"OTHER_ITEMS",60,13,14132,1
"OTHER_ITEMS",24,17,14415,1
"DECORATION",12,12,13700,1
"OTHER_ITEMS",36,11,17832,1
"OTHER_ITEMS",12,17,14911,1
"OTHER_ITEMS",12,15,14456,1
"OTHER_ITEMS",6,15,15889,1
"OTHER_ITEMS",25,15,12920,1
"OTHER_ITEMS",25,13,16049,1
"OTHER_ITEMS",25,13,16385,1
"OTHER_ITEMS",24,14,14541,1
"OTHER_ITEMS",5,13,11111,1
"CAKE CASE",48,10,14298,1
"OTHER_ITEMS",25,12,17059,1
"OTHER_ITEMS",12,14,15088,1
"OTHER_ITEMS",12,12,13089,1
"OTHER_ITEMS",1,13,16898,1
"OTHER_ITEMS",24,9,14911,1
"OTHER_ITEMS",2,15,11111,1
"OTHER_ITEMS",12,13,15831,1
"OTHER_ITEMS",48,14,14298,1
"OTHER_ITEMS",144,7,14156,1
"TEA SET",6,18,13451,1
"OTHER_ITEMS",12,16,12553,1
"OTHER_ITEMS",24,13,18086,1
"OTHER_ITEMS",1,13,15311,1
"OTHER_ITEMS",8,13,16919,1
"OTHER_ITEMS",12,16,14130,1
"OTHER_ITEMS",144,10,14646,1
"OTHER_ITEMS",2,14,16340,1
"OTHER_ITEMS",96,17,15856,1
"OTHER_ITEMS",3,16,11111,1
"OTHER_ITEMS",24,11,16571,1
"OTHER_ITEMS",12,14,15427,1
"OTHER_ITEMS",4,14,15356,1
"OTHER_ITEMS",2,10,14653,1
"GAMES",4,12,13764,1
"OTHER_ITEMS",12,15,13124,1
"OTHER_ITEMS",1,11,16906,1
"OTHER_ITEMS",14,12,14716,1
"OTHER_ITEMS",1,14,11111,1
"OTHER_ITEMS",60,10,14314,1
"OTHER_ITEMS",1,14,12970,1
"OTHER_ITEMS",1,10,13685,1
"OTHER_ITEMS",2,12,14159,1
"OTHER_ITEMS",6,16,18116,1
"OTHER_ITEMS",48,16,15977,1
"OTHER_ITEMS",2,14,14502,1
"OTHER_ITEMS",24,12,16628,1
"OTHER_ITEMS",25,15,15867,1
"OTHER_ITEMS",24,18,12417,1
"OTHER_ITEMS",3,13,17248,1
"OTHER_ITEMS",12,12,15518,1
"OTHER_ITEMS",36,13,16841,1
"OTHER_ITEMS",24,13,16637,1
"GAMES",5,16,11111,1
"OTHER_ITEMS",48,15,17873,1
"OTHER_ITEMS",1,14,16110,1
"TRINKET BOX",48,13,14401,1
"OTHER_ITEMS",2,12,16910,1
"OTHER_ITEMS",12,12,13089,1
"OTHER_ITEMS",16,12,15249,1
"CAKE CASE",240,12,14005,1
"OTHER_ITEMS",25,15,12676,1
"OTHER_ITEMS",72,15,15861,1
"OTHER_ITEMS",24,16,14107,1
"OTHER_ITEMS",12,14,12948,1
"OTHER_ITEMS",3,12,11111,1
"OTHER_ITEMS",24,7,15505,1
"OTHER_ITEMS",12,15,13089,1
"OTHER_ITEMS",24,9,15764,1
"OTHER_ITEMS",48,16,14997,1
"OTHER_ITEMS",24,13,13233,1
"OTHER_ITEMS",25,16,13081,1
"OTHER_ITEMS",288,8,17404,1
"OTHER_ITEMS",3,11,15910,1
"OTHER_ITEMS",24,9,16746,1
"OTHER_ITEMS",40,16,17090,1
"OTHER_ITEMS",7,14,17124,1
"OTHER_ITEMS",1,14,16594,1
"OTHER_ITEMS",12,13,15376,1
"OTHER_ITEMS",25,12,16460,1
"OTHER_ITEMS",12,10,12865,1
"OTHER_ITEMS",25,11,15714,1
"OTHER_ITEMS",5,14,14953,1
"OTHER_ITEMS",12,12,15146,1
"OTHER_ITEMS",1,17,11111,1
"OTHER_ITEMS",25,17,15531,1
"OTHER_ITEMS",12,14,16364,1
"OTHER_ITEMS",25,10,15498,1
"OTHER_ITEMS",25,12,14911,1
"OTHER_ITEMS",100,10,12524,1
"OTHER_ITEMS",48,9,17965,1
"OTHER_ITEMS",24,15,16843,1
"OTHER_ITEMS",12,11,16655,1
"OTHER_ITEMS",24,11,14049,1
"OTHER_ITEMS",4,13,16024,1
"OTHER_ITEMS",3,15,15356,1
"OTHER_ITEMS",1,13,16891,1
"OTHER_ITEMS",12,14,15358,1
"OTHER_ITEMS",1,12,17194,1
"GAMES",2,13,12877,1
"OTHER_ITEMS",2,13,16776,1
"CANDLES",12,14,17806,1
"OTHER_ITEMS",25,10,14067,1
"OTHER_ITEMS",12,10,16560,1
"OTHER_ITEMS",2,16,15041,1
"OTHER_ITEMS",3,16,11111,1
"OTHER_ITEMS",3,13,14711,1
"OTHER_ITEMS",96,10,14298,1
"OTHER_ITEMS",3,16,16712,1
"OTHER_ITEMS",1,12,15573,1
"OTHER_ITEMS",24,15,16201,1
"OTHER_ITEMS",4,11,17841,1
"OTHER_ITEMS",25,14,17188,1
"OTHER_ITEMS",6,11,12748,1
"OTHER_ITEMS",25,10,12481,1
"OTHER_ITEMS",3,14,16771,1
"OTHER_ITEMS",12,9,12759,1
"OTHER_ITEMS",24,11,17865,1
"OTHER_ITEMS",12,12,14049,1
"TRINKET BOX",48,16,13126,1
"DECORATION",48,12,14298,1
"DECORATION",3,13,14449,1
"OTHER_ITEMS",1,10,15708,1
"OTHER_ITEMS",12,15,14769,1
"OTHER_ITEMS",8,16,15679,1
"OTHER_ITEMS",48,14,14401,1
"OTHER_ITEMS",36,14,14156,1
"OTHER_ITEMS",24,14,14722,1
"OTHER_ITEMS",24,9,16187,1
"OTHER_ITEMS",2,13,18125,1
"OTHER_ITEMS",12,11,16556,1
"OTHER_ITEMS",25,12,16644,1
"OTHER_ITEMS",2,11,13566,1
"OTHER_ITEMS",1,13,17777,1
"CANDLES",12,13,15456,1
